"Datum";"-A/789171 [kW]";"Status";
29.05.2023 12:00;7,178;namìøená data OK;
29.05.2023 12:15;7,356;namìøená data OK;
29.05.2023 12:30;6,867;namìøená data OK;
29.05.2023 12:45;7,212;namìøená data OK;
29.05.2023 13:00;7,204;namìøená data OK;
29.05.2023 13:15;7,13;namìøená data OK;
29.05.2023 13:30;6,886;namìøená data OK;
29.05.2023 13:45;6,672;namìøená data OK;
29.05.2023 14:00;6,508;namìøená data OK;
29.05.2023 14:15;6,264;namìøená data OK;
29.05.2023 14:30;5,962;namìøená data OK;
29.05.2023 14:45;5,657;namìøená data OK;
29.05.2023 15:00;5,552;namìøená data OK;
29.05.2023 15:15;4,945;namìøená data OK;
29.05.2023 15:30;3,495;namìøená data OK;
29.05.2023 15:45;3,023;namìøená data OK;
29.05.2023 16:00;2,418;namìøená data OK;
29.05.2023 16:15;1,609;namìøená data OK;
29.05.2023 16:30;1,255;namìøená data OK;
29.05.2023 16:45;1,921;namìøená data OK;
29.05.2023 17:00;1,963;namìøená data OK;
29.05.2023 17:15;1,736;namìøená data OK;
29.05.2023 17:30;1,43;namìøená data OK;
29.05.2023 17:45;1,382;namìøená data OK;
29.05.2023 18:00;1,04;namìøená data OK;
29.05.2023 18:15;0,301;namìøená data OK;
29.05.2023 18:30;0,216;namìøená data OK;
29.05.2023 18:45;0,509;namìøená data OK;
29.05.2023 19:00;0,163;namìøená data OK;
29.05.2023 19:15;0,302;namìøená data OK;
29.05.2023 19:30;0,354;namìøená data OK;
29.05.2023 19:45;0,086;namìøená data OK;
29.05.2023 20:00;0,045;namìøená data OK;
29.05.2023 20:15;0,046;namìøená data OK;
29.05.2023 20:30;0,041;namìøená data OK;
29.05.2023 20:45;0,053;namìøená data OK;
29.05.2023 21:00;0,379;namìøená data OK;
29.05.2023 21:15;0,173;namìøená data OK;
29.05.2023 21:30;0,139;namìøená data OK;
29.05.2023 21:45;0,362;namìøená data OK;
29.05.2023 22:00;0,516;namìøená data OK;
29.05.2023 22:15;0,348;namìøená data OK;
29.05.2023 22:30;0,42;namìøená data OK;
29.05.2023 22:45;0,084;namìøená data OK;
29.05.2023 23:00;0,183;namìøená data OK;
29.05.2023 23:15;0,213;namìøená data OK;
29.05.2023 23:30;0,051;namìøená data OK;
29.05.2023 23:45;0,117;namìøená data OK;
30.05.2023 00:00;0,148;namìøená data OK;
30.05.2023 00:15;0,043;namìøená data OK;
30.05.2023 00:30;0,182;namìøená data OK;
30.05.2023 00:45;0,185;namìøená data OK;
30.05.2023 01:00;0,239;namìøená data OK;
30.05.2023 01:15;0,517;namìøená data OK;
30.05.2023 01:30;0,695;namìøená data OK;
30.05.2023 01:45;0,299;namìøená data OK;
30.05.2023 02:00;0,358;namìøená data OK;
30.05.2023 02:15;0,607;namìøená data OK;
30.05.2023 02:30;0,23;namìøená data OK;
30.05.2023 02:45;0,331;namìøená data OK;
30.05.2023 03:00;0,085;namìøená data OK;
30.05.2023 03:15;0,033;namìøená data OK;
30.05.2023 03:30;0,042;namìøená data OK;
30.05.2023 03:45;0,167;namìøená data OK;
30.05.2023 04:00;0,055;namìøená data OK;
30.05.2023 04:15;0,053;namìøená data OK;
30.05.2023 04:30;0,03;namìøená data OK;
30.05.2023 04:45;0,061;namìøená data OK;
30.05.2023 05:00;0,041;namìøená data OK;
30.05.2023 05:15;0,013;namìøená data OK;
30.05.2023 05:30;0,082;namìøená data OK;
30.05.2023 05:45;0,06;namìøená data OK;
30.05.2023 06:00;0,076;namìøená data OK;
30.05.2023 06:15;0,09;namìøená data OK;
30.05.2023 06:30;0,091;namìøená data OK;
30.05.2023 06:45;0,046;namìøená data OK;
30.05.2023 07:00;0,074;namìøená data OK;
30.05.2023 07:15;0,046;namìøená data OK;
30.05.2023 07:30;0,046;namìøená data OK;
30.05.2023 07:45;0,081;namìøená data OK;
30.05.2023 08:00;0,047;namìøená data OK;
30.05.2023 08:15;0,105;namìøená data OK;
30.05.2023 08:30;1,592;namìøená data OK;
30.05.2023 08:45;3,625;namìøená data OK;
30.05.2023 09:00;5,728;namìøená data OK;
30.05.2023 09:15;3,769;namìøená data OK;
30.05.2023 09:30;5,453;namìøená data OK;
30.05.2023 09:45;4,964;namìøená data OK;
30.05.2023 10:00;4,241;namìøená data OK;
30.05.2023 10:15;5,852;namìøená data OK;
30.05.2023 10:30;7,057;namìøená data OK;
30.05.2023 10:45;4,929;namìøená data OK;
30.05.2023 11:00;1,561;namìøená data OK;
30.05.2023 11:15;2,895;namìøená data OK;
30.05.2023 11:30;3,844;namìøená data OK;
30.05.2023 11:45;7,166;namìøená data OK;
30.05.2023 12:00;6,031;namìøená data OK;
30.05.2023 12:15;6,791;namìøená data OK;
30.05.2023 12:30;4,37;namìøená data OK;
30.05.2023 12:45;5,223;namìøená data OK;
30.05.2023 13:00;5,99;namìøená data OK;
30.05.2023 13:15;5,048;namìøená data OK;
30.05.2023 13:30;5,46;namìøená data OK;
30.05.2023 13:45;3,98;namìøená data OK;
30.05.2023 14:00;7,009;namìøená data OK;
30.05.2023 14:15;6,615;namìøená data OK;
30.05.2023 14:30;6,391;namìøená data OK;
30.05.2023 14:45;6,195;namìøená data OK;
30.05.2023 15:00;5,783;namìøená data OK;
30.05.2023 15:15;5,48;namìøená data OK;
30.05.2023 15:30;5,37;namìøená data OK;
30.05.2023 15:45;5,29;namìøená data OK;
30.05.2023 16:00;5,626;namìøená data OK;
30.05.2023 16:15;4,64;namìøená data OK;
30.05.2023 16:30;2,287;namìøená data OK;
30.05.2023 16:45;2,326;namìøená data OK;
30.05.2023 17:00;2,073;namìøená data OK;
30.05.2023 17:15;2,538;namìøená data OK;
30.05.2023 17:30;1,485;namìøená data OK;
30.05.2023 17:45;1,045;namìøená data OK;
30.05.2023 18:00;0,147;namìøená data OK;
30.05.2023 18:15;0,351;namìøená data OK;
30.05.2023 18:30;0,192;namìøená data OK;
30.05.2023 18:45;0,202;namìøená data OK;
30.05.2023 19:00;0,137;namìøená data OK;
30.05.2023 19:15;0,108;namìøená data OK;
30.05.2023 19:30;0,078;namìøená data OK;
30.05.2023 19:45;0,353;namìøená data OK;
30.05.2023 20:00;0,603;namìøená data OK;
30.05.2023 20:15;0,419;namìøená data OK;
30.05.2023 20:30;0,548;namìøená data OK;
30.05.2023 20:45;0,201;namìøená data OK;
30.05.2023 21:00;0,171;namìøená data OK;
30.05.2023 21:15;0,131;namìøená data OK;
30.05.2023 21:30;0,102;namìøená data OK;
30.05.2023 21:45;0,058;namìøená data OK;
30.05.2023 22:00;0,282;namìøená data OK;
30.05.2023 22:15;0,297;namìøená data OK;
30.05.2023 22:30;0,577;namìøená data OK;
30.05.2023 22:45;0,412;namìøená data OK;
30.05.2023 23:00;0,524;namìøená data OK;
30.05.2023 23:15;0,335;namìøená data OK;
30.05.2023 23:30;0,651;namìøená data OK;
30.05.2023 23:45;0,415;namìøená data OK;
31.05.2023 00:00;0,535;namìøená data OK;
31.05.2023 00:15;0,062;namìøená data OK;
31.05.2023 00:30;0,05;namìøená data OK;
31.05.2023 00:45;0,344;namìøená data OK;
31.05.2023 01:00;0,057;namìøená data OK;
31.05.2023 01:15;0,048;namìøená data OK;
31.05.2023 01:30;0,04;namìøená data OK;
31.05.2023 01:45;0,078;namìøená data OK;
31.05.2023 02:00;0,531;namìøená data OK;
31.05.2023 02:15;0,191;namìøená data OK;
31.05.2023 02:30;0,262;namìøená data OK;
31.05.2023 02:45;0,091;namìøená data OK;
31.05.2023 03:00;0,045;namìøená data OK;
31.05.2023 03:15;0,035;namìøená data OK;
31.05.2023 03:30;0,046;namìøená data OK;
31.05.2023 03:45;0,066;namìøená data OK;
31.05.2023 04:00;0,056;namìøená data OK;
31.05.2023 04:15;0,18;namìøená data OK;
31.05.2023 04:30;0,063;namìøená data OK;
31.05.2023 04:45;0,046;namìøená data OK;
31.05.2023 05:00;0,048;namìøená data OK;
31.05.2023 05:15;0,059;namìøená data OK;
31.05.2023 05:30;0,016;namìøená data OK;
31.05.2023 05:45;0,073;namìøená data OK;
31.05.2023 06:00;0,059;namìøená data OK;
31.05.2023 06:15;0,032;namìøená data OK;
31.05.2023 06:30;0,042;namìøená data OK;
31.05.2023 06:45;0,061;namìøená data OK;
31.05.2023 07:00;0,072;namìøená data OK;
31.05.2023 07:15;0,098;namìøená data OK;
31.05.2023 07:30;0,08;namìøená data OK;
31.05.2023 07:45;0,131;namìøená data OK;
31.05.2023 08:00;0,052;namìøená data OK;
31.05.2023 08:15;0,066;namìøená data OK;
31.05.2023 08:30;0,775;namìøená data OK;
31.05.2023 08:45;4,963;namìøená data OK;
31.05.2023 09:00;5,745;namìøená data OK;
31.05.2023 09:15;6,154;namìøená data OK;
31.05.2023 09:30;6,286;namìøená data OK;
31.05.2023 09:45;6,555;namìøená data OK;
31.05.2023 10:00;6,911;namìøená data OK;
31.05.2023 10:15;6,991;namìøená data OK;
31.05.2023 10:30;7,137;namìøená data OK;
31.05.2023 10:45;7,414;namìøená data OK;
31.05.2023 11:00;7,504;namìøená data OK;
31.05.2023 11:15;7,483;namìøená data OK;
31.05.2023 11:30;7,615;namìøená data OK;
31.05.2023 11:45;7,038;namìøená data OK;
31.05.2023 12:00;7,573;namìøená data OK;
31.05.2023 12:15;7,61;namìøená data OK;
31.05.2023 12:30;7,555;namìøená data OK;
31.05.2023 12:45;7,516;namìøená data OK;
31.05.2023 13:00;7,257;namìøená data OK;
31.05.2023 13:15;7,281;namìøená data OK;
31.05.2023 13:30;7,159;namìøená data OK;
31.05.2023 13:45;6,948;namìøená data OK;
31.05.2023 14:00;6,649;namìøená data OK;
31.05.2023 14:15;6,527;namìøená data OK;
31.05.2023 14:30;6,233;namìøená data OK;
31.05.2023 14:45;6,047;namìøená data OK;
31.05.2023 15:00;5,666;namìøená data OK;
31.05.2023 15:15;5,363;namìøená data OK;
31.05.2023 15:30;5,066;namìøená data OK;
31.05.2023 15:45;4,671;namìøená data OK;
31.05.2023 16:00;4,217;namìøená data OK;
31.05.2023 16:15;3,881;namìøená data OK;
31.05.2023 16:30;3,158;namìøená data OK;
31.05.2023 16:45;2,544;namìøená data OK;
31.05.2023 17:00;1,498;namìøená data OK;
31.05.2023 17:15;0,916;namìøená data OK;
31.05.2023 17:30;1,616;namìøená data OK;
31.05.2023 17:45;1,403;namìøená data OK;
31.05.2023 18:00;0,794;namìøená data OK;
31.05.2023 18:15;0,534;namìøená data OK;
31.05.2023 18:30;0,302;namìøená data OK;
31.05.2023 18:45;0,153;namìøená data OK;
31.05.2023 19:00;0,134;namìøená data OK;
31.05.2023 19:15;0,044;namìøená data OK;
31.05.2023 19:30;0,049;namìøená data OK;
31.05.2023 19:45;0,054;namìøená data OK;
31.05.2023 20:00;0,109;namìøená data OK;
31.05.2023 20:15;0,113;namìøená data OK;
31.05.2023 20:30;0,679;namìøená data OK;
31.05.2023 20:45;0,352;namìøená data OK;
31.05.2023 21:00;0,406;namìøená data OK;
31.05.2023 21:15;0,186;namìøená data OK;
31.05.2023 21:30;0,214;namìøená data OK;
31.05.2023 21:45;0,074;namìøená data OK;
31.05.2023 22:00;0,066;namìøená data OK;
31.05.2023 22:15;0,095;namìøená data OK;
31.05.2023 22:30;0,046;namìøená data OK;
31.05.2023 22:45;0,251;namìøená data OK;
31.05.2023 23:00;0,146;namìøená data OK;
31.05.2023 23:15;0,037;namìøená data OK;
31.05.2023 23:30;0,052;namìøená data OK;
31.05.2023 23:45;0,135;namìøená data OK;
01.06.2023 00:00;0,04;namìøená data OK;
01.06.2023 00:15;0,083;namìøená data OK;
01.06.2023 00:30;0,369;namìøená data OK;
01.06.2023 00:45;0,055;namìøená data OK;
01.06.2023 01:00;0,107;namìøená data OK;
01.06.2023 01:15;0,085;namìøená data OK;
01.06.2023 01:30;0,159;namìøená data OK;
01.06.2023 01:45;0,052;namìøená data OK;
01.06.2023 02:00;0,04;namìøená data OK;
01.06.2023 02:15;0,056;namìøená data OK;
01.06.2023 02:30;0,063;namìøená data OK;
01.06.2023 02:45;0,076;namìøená data OK;
01.06.2023 03:00;0,15;namìøená data OK;
01.06.2023 03:15;0,126;namìøená data OK;
01.06.2023 03:30;0,066;namìøená data OK;
01.06.2023 03:45;0,031;namìøená data OK;
01.06.2023 04:00;0,049;namìøená data OK;
01.06.2023 04:15;0,058;namìøená data OK;
01.06.2023 04:30;0,02;namìøená data OK;
01.06.2023 04:45;0,054;namìøená data OK;
01.06.2023 05:00;0,053;namìøená data OK;
01.06.2023 05:15;0,192;namìøená data OK;
01.06.2023 05:30;0,054;namìøená data OK;
01.06.2023 05:45;0,107;namìøená data OK;
01.06.2023 06:00;0,045;namìøená data OK;
01.06.2023 06:15;0,053;namìøená data OK;
01.06.2023 06:30;0,068;namìøená data OK;
01.06.2023 06:45;0,039;namìøená data OK;
01.06.2023 07:00;0,085;namìøená data OK;
01.06.2023 07:15;0,065;namìøená data OK;
01.06.2023 07:30;0,037;namìøená data OK;
01.06.2023 07:45;0,049;namìøená data OK;
01.06.2023 08:00;0,074;namìøená data OK;
01.06.2023 08:15;0,015;namìøená data OK;
01.06.2023 08:30;0,768;namìøená data OK;
01.06.2023 08:45;4,391;namìøená data OK;
01.06.2023 09:00;5,753;namìøená data OK;
01.06.2023 09:15;6,171;namìøená data OK;
01.06.2023 09:30;5,305;namìøená data OK;
01.06.2023 09:45;5,705;namìøená data OK;
01.06.2023 10:00;6,874;namìøená data OK;
01.06.2023 10:15;5,085;namìøená data OK;
01.06.2023 10:30;4,434;namìøená data OK;
01.06.2023 10:45;5,621;namìøená data OK;
01.06.2023 11:00;5,394;namìøená data OK;
01.06.2023 11:15;5,55;namìøená data OK;
01.06.2023 11:30;7,269;namìøená data OK;
01.06.2023 11:45;6,354;namìøená data OK;
01.06.2023 12:00;5,564;namìøená data OK;
01.06.2023 12:15;6,463;namìøená data OK;
01.06.2023 12:30;6,685;namìøená data OK;
01.06.2023 12:45;6,412;namìøená data OK;
01.06.2023 13:00;6,313;namìøená data OK;
01.06.2023 13:15;5,457;namìøená data OK;
01.06.2023 13:30;4,195;namìøená data OK;
01.06.2023 13:45;4,595;namìøená data OK;
01.06.2023 14:00;5,85;namìøená data OK;
01.06.2023 14:15;5,451;namìøená data OK;
01.06.2023 14:30;4,859;namìøená data OK;
01.06.2023 14:45;3,927;namìøená data OK;
01.06.2023 15:00;4,766;namìøená data OK;
01.06.2023 15:15;4,612;namìøená data OK;
01.06.2023 15:30;3,218;namìøená data OK;
01.06.2023 15:45;2,334;namìøená data OK;
01.06.2023 16:00;2,809;namìøená data OK;
01.06.2023 16:15;3,704;namìøená data OK;
01.06.2023 16:30;2,613;namìøená data OK;
01.06.2023 16:45;1,622;namìøená data OK;
01.06.2023 17:00;2,565;namìøená data OK;
01.06.2023 17:15;1,254;namìøená data OK;
01.06.2023 17:30;1,333;namìøená data OK;
01.06.2023 17:45;0,824;namìøená data OK;
01.06.2023 18:00;1,201;namìøená data OK;
01.06.2023 18:15;0,699;namìøená data OK;
01.06.2023 18:30;0,399;namìøená data OK;
01.06.2023 18:45;0,278;namìøená data OK;
01.06.2023 19:00;0,129;namìøená data OK;
01.06.2023 19:15;0,049;namìøená data OK;
01.06.2023 19:30;0,09;namìøená data OK;
01.06.2023 19:45;0,015;namìøená data OK;
01.06.2023 20:00;0;namìøená data OK;
01.06.2023 20:15;0,006;namìøená data OK;
01.06.2023 20:30;0,066;namìøená data OK;
01.06.2023 20:45;0,198;namìøená data OK;
01.06.2023 21:00;0,173;namìøená data OK;
01.06.2023 21:15;0,281;namìøená data OK;
01.06.2023 21:30;0,269;namìøená data OK;
01.06.2023 21:45;0,23;namìøená data OK;
01.06.2023 22:00;0,079;namìøená data OK;
01.06.2023 22:15;0,041;namìøená data OK;
01.06.2023 22:30;0,138;namìøená data OK;
01.06.2023 22:45;0,254;namìøená data OK;
01.06.2023 23:00;0,28;namìøená data OK;
01.06.2023 23:15;0,3;namìøená data OK;
01.06.2023 23:30;0,365;namìøená data OK;
01.06.2023 23:45;0,417;namìøená data OK;
02.06.2023 00:00;0,631;namìøená data OK;
02.06.2023 00:15;0,357;namìøená data OK;
02.06.2023 00:30;0,035;namìøená data OK;
02.06.2023 00:45;0,139;namìøená data OK;
02.06.2023 01:00;0,31;namìøená data OK;
02.06.2023 01:15;0,056;namìøená data OK;
02.06.2023 01:30;0,214;namìøená data OK;
02.06.2023 01:45;0,096;namìøená data OK;
02.06.2023 02:00;0,147;namìøená data OK;
02.06.2023 02:15;0,341;namìøená data OK;
02.06.2023 02:30;0,189;namìøená data OK;
02.06.2023 02:45;0,03;namìøená data OK;
02.06.2023 03:00;0,048;namìøená data OK;
02.06.2023 03:15;0,042;namìøená data OK;
02.06.2023 03:30;0,038;namìøená data OK;
02.06.2023 03:45;0,167;namìøená data OK;
02.06.2023 04:00;0,141;namìøená data OK;
02.06.2023 04:15;0,096;namìøená data OK;
02.06.2023 04:30;0,202;namìøená data OK;
02.06.2023 04:45;0,097;namìøená data OK;
02.06.2023 05:00;0,047;namìøená data OK;
02.06.2023 05:15;0,143;namìøená data OK;
02.06.2023 05:30;0,035;namìøená data OK;
02.06.2023 05:45;0,065;namìøená data OK;
02.06.2023 06:00;0,103;namìøená data OK;
02.06.2023 06:15;0,051;namìøená data OK;
02.06.2023 06:30;0,076;namìøená data OK;
02.06.2023 06:45;0,039;namìøená data OK;
02.06.2023 07:00;0,077;namìøená data OK;
02.06.2023 07:15;0,056;namìøená data OK;
02.06.2023 07:30;0,076;namìøená data OK;
02.06.2023 07:45;0,074;namìøená data OK;
02.06.2023 08:00;0,072;namìøená data OK;
02.06.2023 08:15;0,641;namìøená data OK;
02.06.2023 08:30;4,368;namìøená data OK;
02.06.2023 08:45;4,899;namìøená data OK;
02.06.2023 09:00;5,427;namìøená data OK;
02.06.2023 09:15;5,584;namìøená data OK;
02.06.2023 09:30;6,074;namìøená data OK;
02.06.2023 09:45;6,361;namìøená data OK;
02.06.2023 10:00;6,216;namìøená data OK;
02.06.2023 10:15;6,362;namìøená data OK;
02.06.2023 10:30;6,043;namìøená data OK;
02.06.2023 10:45;5,761;namìøená data OK;
02.06.2023 11:00;7,532;namìøená data OK;
02.06.2023 11:15;6,632;namìøená data OK;
02.06.2023 11:30;7,741;namìøená data OK;
02.06.2023 11:45;5,507;namìøená data OK;
02.06.2023 12:00;5,959;namìøená data OK;
02.06.2023 12:15;4,983;namìøená data OK;
02.06.2023 12:30;5,926;namìøená data OK;
02.06.2023 12:45;5,142;namìøená data OK;
02.06.2023 13:00;6,085;namìøená data OK;
02.06.2023 13:15;4,733;namìøená data OK;
02.06.2023 13:30;7,08;namìøená data OK;
02.06.2023 13:45;5,429;namìøená data OK;
02.06.2023 14:00;6,116;namìøená data OK;
02.06.2023 14:15;6,59;namìøená data OK;
02.06.2023 14:30;5,76;namìøená data OK;
02.06.2023 14:45;5,64;namìøená data OK;
02.06.2023 15:00;4,733;namìøená data OK;
02.06.2023 15:15;3,425;namìøená data OK;
02.06.2023 15:30;2,884;namìøená data OK;
02.06.2023 15:45;2,674;namìøená data OK;
02.06.2023 16:00;4,094;namìøená data OK;
02.06.2023 16:15;3,876;namìøená data OK;
02.06.2023 16:30;3,377;namìøená data OK;
02.06.2023 16:45;3,06;namìøená data OK;
02.06.2023 17:00;2,685;namìøená data OK;
02.06.2023 17:15;2,289;namìøená data OK;
02.06.2023 17:30;1,497;namìøená data OK;
02.06.2023 17:45;1,543;namìøená data OK;
02.06.2023 18:00;1,519;namìøená data OK;
02.06.2023 18:15;1,318;namìøená data OK;
02.06.2023 18:30;0,984;namìøená data OK;
02.06.2023 18:45;0,599;namìøená data OK;
02.06.2023 19:00;0,512;namìøená data OK;
02.06.2023 19:15;0,411;namìøená data OK;
02.06.2023 19:30;0,321;namìøená data OK;
02.06.2023 19:45;0,032;namìøená data OK;
02.06.2023 20:00;0,493;namìøená data OK;
02.06.2023 20:15;0,163;namìøená data OK;
02.06.2023 20:30;0,054;namìøená data OK;
02.06.2023 20:45;0,066;namìøená data OK;
02.06.2023 21:00;0,225;namìøená data OK;
02.06.2023 21:15;0,048;namìøená data OK;
02.06.2023 21:30;0,302;namìøená data OK;
02.06.2023 21:45;0,21;namìøená data OK;
02.06.2023 22:00;0,554;namìøená data OK;
02.06.2023 22:15;0,764;namìøená data OK;
02.06.2023 22:30;0,295;namìøená data OK;
02.06.2023 22:45;0,085;namìøená data OK;
02.06.2023 23:00;0,208;namìøená data OK;
02.06.2023 23:15;0,111;namìøená data OK;
02.06.2023 23:30;0,066;namìøená data OK;
02.06.2023 23:45;0,053;namìøená data OK;
03.06.2023 00:00;0,05;namìøená data OK;
03.06.2023 00:15;0,072;namìøená data OK;
03.06.2023 00:30;0,046;namìøená data OK;
03.06.2023 00:45;0,151;namìøená data OK;
03.06.2023 01:00;0,079;namìøená data OK;
03.06.2023 01:15;0,041;namìøená data OK;
03.06.2023 01:30;0,049;namìøená data OK;
03.06.2023 01:45;0,063;namìøená data OK;
03.06.2023 02:00;0,022;namìøená data OK;
03.06.2023 02:15;0,066;namìøená data OK;
03.06.2023 02:30;0,097;namìøená data OK;
03.06.2023 02:45;0,11;namìøená data OK;
03.06.2023 03:00;0,058;namìøená data OK;
03.06.2023 03:15;0,058;namìøená data OK;
03.06.2023 03:30;0,104;namìøená data OK;
03.06.2023 03:45;0,081;namìøená data OK;
03.06.2023 04:00;0,077;namìøená data OK;
03.06.2023 04:15;0,039;namìøená data OK;
03.06.2023 04:30;0,054;namìøená data OK;
03.06.2023 04:45;0,048;namìøená data OK;
03.06.2023 05:00;0,029;namìøená data OK;
03.06.2023 05:15;0,058;namìøená data OK;
03.06.2023 05:30;0,088;namìøená data OK;
03.06.2023 05:45;0,013;namìøená data OK;
03.06.2023 06:00;0,06;namìøená data OK;
03.06.2023 06:15;0,05;namìøená data OK;
03.06.2023 06:30;0,076;namìøená data OK;
03.06.2023 06:45;0,065;namìøená data OK;
03.06.2023 07:00;0,091;namìøená data OK;
03.06.2023 07:15;0,044;namìøená data OK;
03.06.2023 07:30;0,06;namìøená data OK;
03.06.2023 07:45;2,678;namìøená data OK;
03.06.2023 08:00;4,393;namìøená data OK;
03.06.2023 08:15;4,789;namìøená data OK;
03.06.2023 08:30;5,081;namìøená data OK;
03.06.2023 08:45;5,752;namìøená data OK;
03.06.2023 09:00;5,937;namìøená data OK;
03.06.2023 09:15;4,935;namìøená data OK;
03.06.2023 09:30;4,55;namìøená data OK;
03.06.2023 09:45;6,636;namìøená data OK;
03.06.2023 10:00;6,867;namìøená data OK;
03.06.2023 10:15;6,014;namìøená data OK;
03.06.2023 10:30;5,913;namìøená data OK;
03.06.2023 10:45;6,042;namìøená data OK;
03.06.2023 11:00;6,103;namìøená data OK;
03.06.2023 11:15;4,78;namìøená data OK;
03.06.2023 11:30;5,421;namìøená data OK;
03.06.2023 11:45;5,42;namìøená data OK;
03.06.2023 12:00;6,172;namìøená data OK;
03.06.2023 12:15;6,167;namìøená data OK;
03.06.2023 12:30;7,051;namìøená data OK;
03.06.2023 12:45;7,324;namìøená data OK;
03.06.2023 13:00;7,683;namìøená data OK;
03.06.2023 13:15;5,7;namìøená data OK;
03.06.2023 13:30;6,509;namìøená data OK;
03.06.2023 13:45;7,025;namìøená data OK;
03.06.2023 14:00;6,3;namìøená data OK;
03.06.2023 14:15;4,347;namìøená data OK;
03.06.2023 14:30;6,47;namìøená data OK;
03.06.2023 14:45;6,13;namìøená data OK;
03.06.2023 15:00;5,87;namìøená data OK;
03.06.2023 15:15;5,396;namìøená data OK;
03.06.2023 15:30;4,323;namìøená data OK;
03.06.2023 15:45;3,336;namìøená data OK;
03.06.2023 16:00;2,536;namìøená data OK;
03.06.2023 16:15;4,002;namìøená data OK;
03.06.2023 16:30;3,458;namìøená data OK;
03.06.2023 16:45;2,864;namìøená data OK;
03.06.2023 17:00;1,974;namìøená data OK;
03.06.2023 17:15;2,186;namìøená data OK;
03.06.2023 17:30;2,205;namìøená data OK;
03.06.2023 17:45;1,573;namìøená data OK;
03.06.2023 18:00;0,383;namìøená data OK;
03.06.2023 18:15;0,694;namìøená data OK;
03.06.2023 18:30;0,351;namìøená data OK;
03.06.2023 18:45;0,334;namìøená data OK;
03.06.2023 19:00;0,122;namìøená data OK;
03.06.2023 19:15;0,189;namìøená data OK;
03.06.2023 19:30;0,402;namìøená data OK;
03.06.2023 19:45;0,151;namìøená data OK;
03.06.2023 20:00;0,353;namìøená data OK;
03.06.2023 20:15;0,107;namìøená data OK;
03.06.2023 20:30;0,075;namìøená data OK;
03.06.2023 20:45;0,043;namìøená data OK;
03.06.2023 21:00;0,095;namìøená data OK;
03.06.2023 21:15;0,119;namìøená data OK;
03.06.2023 21:30;0,143;namìøená data OK;
03.06.2023 21:45;0,126;namìøená data OK;
03.06.2023 22:00;0,053;namìøená data OK;
03.06.2023 22:15;0,206;namìøená data OK;
03.06.2023 22:30;0,462;namìøená data OK;
03.06.2023 22:45;0,124;namìøená data OK;
03.06.2023 23:00;0,222;namìøená data OK;
03.06.2023 23:15;0,29;namìøená data OK;
03.06.2023 23:30;0,179;namìøená data OK;
03.06.2023 23:45;0,331;namìøená data OK;
04.06.2023 00:00;0,267;namìøená data OK;
04.06.2023 00:15;0,04;namìøená data OK;
04.06.2023 00:30;0,233;namìøená data OK;
04.06.2023 00:45;0,34;namìøená data OK;
04.06.2023 01:00;0,276;namìøená data OK;
04.06.2023 01:15;0,45;namìøená data OK;
04.06.2023 01:30;0,71;namìøená data OK;
04.06.2023 01:45;0,229;namìøená data OK;
04.06.2023 02:00;0,465;namìøená data OK;
04.06.2023 02:15;0,201;namìøená data OK;
04.06.2023 02:30;0,048;namìøená data OK;
04.06.2023 02:45;0,301;namìøená data OK;
04.06.2023 03:00;0,377;namìøená data OK;
04.06.2023 03:15;0,091;namìøená data OK;
04.06.2023 03:30;0,072;namìøená data OK;
04.06.2023 03:45;0,046;namìøená data OK;
04.06.2023 04:00;0,066;namìøená data OK;
04.06.2023 04:15;0,039;namìøená data OK;
04.06.2023 04:30;0,123;namìøená data OK;
04.06.2023 04:45;0,063;namìøená data OK;
04.06.2023 05:00;0,053;namìøená data OK;
04.06.2023 05:15;0,04;namìøená data OK;
04.06.2023 05:30;0,055;namìøená data OK;
04.06.2023 05:45;0,036;namìøená data OK;
04.06.2023 06:00;0,054;namìøená data OK;
04.06.2023 06:15;0,078;namìøená data OK;
04.06.2023 06:30;0,042;namìøená data OK;
04.06.2023 06:45;0,028;namìøená data OK;
04.06.2023 07:00;0,07;namìøená data OK;
04.06.2023 07:15;0,049;namìøená data OK;
04.06.2023 07:30;0,017;namìøená data OK;
04.06.2023 07:45;0,092;namìøená data OK;
04.06.2023 08:00;0,047;namìøená data OK;
04.06.2023 08:15;0,448;namìøená data OK;
04.06.2023 08:30;4,517;namìøená data OK;
04.06.2023 08:45;5,422;namìøená data OK;
04.06.2023 09:00;5,822;namìøená data OK;
04.06.2023 09:15;5,91;namìøená data OK;
04.06.2023 09:30;6,194;namìøená data OK;
04.06.2023 09:45;6,288;namìøená data OK;
04.06.2023 10:00;6,467;namìøená data OK;
04.06.2023 10:15;6,859;namìøená data OK;
04.06.2023 10:30;6,926;namìøená data OK;
04.06.2023 10:45;5,381;namìøená data OK;
04.06.2023 11:00;6,494;namìøená data OK;
04.06.2023 11:15;6,301;namìøená data OK;
04.06.2023 11:30;5,432;namìøená data OK;
04.06.2023 11:45;5,391;namìøená data OK;
04.06.2023 12:00;5,341;namìøená data OK;
04.06.2023 12:15;5,557;namìøená data OK;
04.06.2023 12:30;5,723;namìøená data OK;
04.06.2023 12:45;5,501;namìøená data OK;
04.06.2023 13:00;7,457;namìøená data OK;
04.06.2023 13:15;7,126;namìøená data OK;
